review_id,product_id,product_name,category,rating,review_title,review_text,review_date,verified_purchase,helpful_votes,review_text_clean,review_length,sentiment_score,sentiment_label
R110149,P1130,Deluxe Baby Monitor,Baby Products,5,Very satisfied,Exactly as described and works great.,2025-11-20,Yes,0,exactly as described and works great,6,0.833,Positive
R110150,P1159,Ultra Microphone,Musical Instruments,5,Great purchase!,Fast shipping and well packaged. works perfectly and exceeded my expectations.,2025-11-05,Yes,1,fast shipping and well packaged works perfectly and exceeded my expectations,11,1.0,Positive
R110151,P1073,Max Sandals,Shoes,5,Highly recommend,Highly recommend this to everyone. super comfortable and stylish. amazing quality for the price.,2024-01-06,Yes,0,highly recommend this to everyone super comfortable and stylish amazing quality for the price,14,1.0,Positive
R110152,P1163,Lite Streaming Device,Movies & TV,5,Exceeded expectations,Very happy with this purchase. customer service was excellent.,2024-08-23,Yes,3,very happy with this purchase customer service was excellent,9,1.0,Positive
R110153,P1073,Max Sandals,Shoes,4,Very satisfied,Impressive performance overall. best purchase i've made this year.,2023-02-17,Yes,0,impressive performance overall best purchase i've made this year,9,1.0,Positive
R110154,P1133,Lite Diaper Bag,Baby Products,5,Exceeded expectations,Customer service was excellent. fast shipping and well packaged. super comfortable and stylish.,2025-11-05,Yes,5,customer service was excellent fast shipping and well packaged super comfortable and stylish,13,1.0,Positive
R110155,P1079,Essential Slippers,Shoes,4,Exceeded expectations,Customer service was excellent. fast shipping and well packaged. exactly as described and works great.,2024-04-19,No,0,customer service was excellent fast shipping and well packaged exactly as described and works great,15,1.0,Positive
R110156,P1119,Deluxe Pet Grooming Kit,Pet Supplies,4,Great purchase!,Fast shipping and well packaged. highly recommend this to everyone. works perfectly and exceeded my expectations.,2024-10-20,Yes,8,fast shipping and well packaged highly recommend this to everyone works perfectly and exceeded my expectations,16,1.0,Positive
R110157,P1038,Max Body Wash,Beauty & Personal Care,4,Great purchase!,Amazing quality for the price. absolutely love this product.,2024-12-06,Yes,0,amazing quality for the price absolutely love this product,9,1.0,Positive
R110158,P1098,Max Hand Sanitizer,Health & Household,5,Very satisfied,Exactly as described and works great.,2023-06-16,Yes,3,exactly as described and works great,6,0.833,Positive
R110159,P1094,Compact Air Purifier,Health & Household,2,Broke quickly,Arrived damaged and defective.,2023-11-03,Yes,12,arrived damaged and defective,4,-1.0,Negative
R110160,P1142,Elite Patio Umbrella,Garden & Outdoor,5,Highly recommend,Highly recommend this to everyone. exactly as described and works great.,2023-07-28,Yes,2,highly recommend this to everyone exactly as described and works great,11,0.909,Positive
R110161,P1194,Ultra Bracelet,Jewelry,4,Very satisfied,Impressive performance overall. super comfortable and stylish.,2023-03-22,Yes,6,impressive performance overall super comfortable and stylish,7,1.0,Positive
R110162,P1175,Deluxe Game Console Stand,Video Games,3,Average product,Meets basic expectations. decent product overall.,2024-05-03,Yes,1,meets basic expectations decent product overall,6,0.0,Neutral
R110163,P1084,Elite Green Tea,Grocery & Gourmet Food,2,Broke quickly,Regret buying this product. customer service was unhelpful. does not work as advertised.,2025-12-02,Yes,4,regret buying this product customer service was unhelpful does not work as advertised,13,-0.769,Negative
R110164,P1057,Elite Board Game,Toys & Games,5,Great purchase!,Best purchase i've made this year.,2024-06-23,Yes,2,best purchase i've made this year,6,0.833,Positive
R110165,P1166,Prime Projector Screen,Movies & TV,3,Does the job,Some pros and some cons.,2025-11-12,Yes,3,some pros and some cons,5,0.0,Neutral
R110166,P1147,Lite Lawn Chair,Garden & Outdoor,5,Highly recommend,Great value for the price. very happy with this purchase. customer service was excellent.,2023-01-17,No,1,great value for the price very happy with this purchase customer service was excellent,14,1.0,Positive
R110167,P1100,Deluxe Car Vacuum,Automotive,5,Highly recommend,Exactly as described and works great. fast shipping and well packaged.,2024-06-13,Yes,1,exactly as described and works great fast shipping and well packaged,11,0.909,Positive
R110168,P1114,Compact Pet Bed,Pet Supplies,5,Excellent product,Customer service was excellent. works perfectly and exceeded my expectations. absolutely love this product.,2023-02-13,Yes,0,customer service was excellent works perfectly and exceeded my expectations absolutely love this product,14,1.0,Positive
R110169,P1137,Classic Pacifier Set,Baby Products,5,Great purchase!,Absolutely love this product.,2023-02-10,Yes,10,absolutely love this product,4,1.0,Positive
R110170,P1042,Ultra Resistance Bands,Sports & Outdoors,5,Great purchase!,Exactly as described and works great. impressive performance overall. easy to use and set up.,2025-08-13,Yes,0,exactly as described and works great impressive performance overall easy to use and set up,15,1.0,Positive
R110171,P1130,Deluxe Baby Monitor,Baby Products,4,Exceeded expectations,Very happy with this purchase. easy to use and set up. exactly as described and works great.,2024-09-23,Yes,0,very happy with this purchase easy to use and set up exactly as described and works great,17,0.882,Positive
R110172,P1180,Prime Drill Set,Tools & Home Improvement,5,Highly recommend,Impressive performance overall. works perfectly and exceeded my expectations. exactly as described and works great.,2025-10-09,Yes,2,impressive performance overall works perfectly and exceeded my expectations exactly as described and works great,15,1.0,Positive
R110173,P1199,Smart Watch,Jewelry,4,Highly recommend,Fast shipping and well packaged. absolutely love this product.,2024-08-27,No,0,fast shipping and well packaged absolutely love this product,9,1.0,Positive
R110174,P1041,Plus Yoga Mat,Sports & Outdoors,5,Great purchase!,Absolutely love this product. customer service was excellent.,2023-11-12,Yes,2,absolutely love this product customer service was excellent,8,1.0,Positive
R110175,P1146,Elite Lawn Chair,Garden & Outdoor,4,Highly recommend,Fast shipping and well packaged.,2025-01-24,Yes,1,fast shipping and well packaged,5,1.0,Positive
R110176,P1083,Ultra Protein Bars,Grocery & Gourmet Food,4,Great purchase!,Impressive performance overall. great value for the price. amazing quality for the price.,2025-08-08,No,2,impressive performance overall great value for the price amazing quality for the price,13,1.0,Positive
R110177,P1190,Pro Silver Necklace,Jewelry,5,Very satisfied,Impressive performance overall. works perfectly and exceeded my expectations.,2023-12-09,Yes,5,impressive performance overall works perfectly and exceeded my expectations,9,1.0,Positive
R110178,P1155,Prime Drum Sticks,Musical Instruments,4,Excellent product,Excellent build quality.,2023-02-20,Yes,5,excellent build quality,3,1.0,Positive
R110179,P1171,Essential Game Controller,Video Games,4,Very satisfied,Customer service was excellent.,2023-04-02,Yes,0,customer service was excellent,4,1.0,Positive
R110180,P1118,Classic Pet Grooming Kit,Pet Supplies,5,Great purchase!,Highly recommend this to everyone. exactly as described and works great.,2024-03-28,Yes,1,highly recommend this to everyone exactly as described and works great,11,0.909,Positive
R110181,P1143,Ultra Patio Umbrella,Garden & Outdoor,4,Great purchase!,Highly recommend this to everyone. durable and works as expected.,2025-09-25,Yes,13,highly recommend this to everyone durable and works as expected,10,1.0,Positive
R110182,P1002,Pro Bluetooth Speaker,Electronics,3,It's okay,"Does what it says, nothing more. decent product overall.",2023-09-28,No,4,does what it says nothing more decent product overall,9,0.0,Neutral
R110183,P1056,Compact Board Game,Toys & Games,5,Exceeded expectations,Easy to use and set up.,2024-04-08,Yes,2,easy to use and set up,6,0.833,Positive
R110184,P1127,Elite Stapler,Office Products,1,Not worth it,Very disappointed with this purchase. poor quality and not worth the money.,2024-08-10,Yes,1,very disappointed with this purchase poor quality and not worth the money,12,-0.833,Negative
R110185,P1007,Ultra Power Bank,Electronics,2,Very disappointed,Does not work as advertised. arrived damaged and defective. cheaply made and feels fragile.,2024-09-02,Yes,1,does not work as advertised arrived damaged and defective cheaply made and feels fragile,14,-1.0,Negative
R110186,P1071,Lite Running Shoes,Shoes,5,Very satisfied,Super comfortable and stylish. impressive performance overall. exactly as described and works great.,2025-12-17,Yes,1,super comfortable and stylish impressive performance overall exactly as described and works great,13,1.0,Positive
R110187,P1143,Ultra Patio Umbrella,Garden & Outdoor,4,Highly recommend,Impressive performance overall.,2025-07-18,Yes,2,impressive performance overall,3,1.0,Positive
R110188,P1049,Lite Hiking Backpack,Sports & Outdoors,5,Very satisfied,Great value for the price. amazing quality for the price. very happy with this purchase.,2023-03-07,Yes,5,great value for the price amazing quality for the price very happy with this purchase,15,1.0,Positive
R110189,P1134,Ultra Baby Carrier,Baby Products,4,Very satisfied,Super comfortable and stylish. durable and works as expected.,2024-03-17,No,5,super comfortable and stylish durable and works as expected,9,1.0,Positive
R110190,P1093,Essential First Aid Kit,Health & Household,5,Great purchase!,Best purchase i've made this year. impressive performance overall.,2023-05-20,Yes,1,best purchase i've made this year impressive performance overall,9,1.0,Positive
R110191,P1168,Prime Remote Control,Movies & TV,4,Great purchase!,Best purchase i've made this year. customer service was excellent. durable and works as expected.,2024-06-21,No,1,best purchase i've made this year customer service was excellent durable and works as expected,15,1.0,Positive
R110192,P1151,Pro Acoustic Guitar,Musical Instruments,5,Exceeded expectations,Durable and works as expected. fast shipping and well packaged. great value for the price.,2024-01-27,No,0,durable and works as expected fast shipping and well packaged great value for the price,15,1.0,Positive
R110193,P1086,Classic Snack Pack,Grocery & Gourmet Food,5,Great purchase!,Fast shipping and well packaged. excellent build quality. absolutely love this product.,2025-03-04,Yes,2,fast shipping and well packaged excellent build quality absolutely love this product,12,1.0,Positive
R110194,P1145,Smart Plant Pots,Garden & Outdoor,5,Excellent product,Amazing quality for the price. absolutely love this product. fast shipping and well packaged.,2024-08-16,No,0,amazing quality for the price absolutely love this product fast shipping and well packaged,14,1.0,Positive
R110195,P1092,Plus First Aid Kit,Health & Household,4,Great purchase!,Best purchase i've made this year. durable and works as expected. easy to use and set up.,2024-06-16,Yes,0,best purchase i've made this year durable and works as expected easy to use and set up,17,0.882,Positive
R110196,P1197,Prime Ring,Jewelry,4,Highly recommend,Absolutely love this product.,2023-03-18,Yes,5,absolutely love this product,4,1.0,Positive
R110197,P1052,Plus Puzzle Set,Toys & Games,1,Very disappointed,Customer service was unhelpful. terrible experience overall. arrived damaged and defective.,2025-07-14,Yes,1,customer service was unhelpful terrible experience overall arrived damaged and defective,11,-1.0,Negative
R110198,P1190,Pro Silver Necklace,Jewelry,2,Would not recommend,"Waste of money, would not recommend. broke after a few days of use. stopped working within a week.",2023-05-17,Yes,1,waste of money would not recommend broke after a few days of use stopped working within a week,18,-1.0,Negative
R110199,P1025,Prime Cutlery Set,Home & Kitchen,5,Exceeded expectations,Absolutely love this product.,2025-04-14,Yes,2,absolutely love this product,4,1.0,Positive
